,235934_at,1552729_at,1558474_at,1556314_a_at,236807_at,234972_at,210387_at,207024_at,207790_at,217493_x_at,group
16,49.49136747,37.7480444,17.37708276,17.62890548,37.06930085,138.82369269999998,309.8551206,16.41373886,17.94624367,76.98332078,0
17,46.34253312,41.10605454,16.00818678,31.27768866,36.11329116,134.0951269,65.00063919,15.72499878,15.41110069,71.28422784,0
18,31.69400342,47.06611931,12.02106657,43.17520133,30.23335125,133.2483631,67.74356474,16.85336771,22.33617121,58.74491210000001,0
19,38.46338957,45.28288591,11.93308369,37.07014877,29.45733478,145.80334419999997,77.52995917,18.20105283,19.30418846,65.38790973,0
20,34.69216569,37.1734324,15.26687627,36.25117871,27.49872837,140.94622230000002,119.2086406,19.78165189,19.57507595,61.43457845,0
21,40.50954568,50.76664447,14.95219102,30.60959391,45.55571034,141.21974440000002,114.2209121,17.17745026,18.02368375,83.07042325,0
22,45.29899067,41.20447145,11.71077785,23.06692837,40.77059199,102.592752,256.56472180000003,18.9647441,25.09992242,94.05736429999999,0
23,36.44262559,42.90720437,19.33216087,32.88974688,37.33383998,104.1822002,58.40653931,19.39032393,19.21659738,68.16598003,0
24,52.00137984,39.68247213,14.44164321,32.68085901,40.86973546,149.2374703,162.0678369,20.81457217,17.44627342,65.32457825,0
25,46.38656143,49.92972308,17.33686336,21.97519405,35.41739012,85.65288883,108.08810840000001,19.49680744,18.43356237,95.52834729,0
26,37.97810458,40.28508795,14.81443808,32.47559381,34.53642867,159.1800804,327.7947641,16.2612922,18.28158182,63.79692576,0
27,38.47101531,51.75208205,15.07424666,39.68505776,30.70873119,99.25727896,121.7446867,17.85634622,18.11065727,75.00838631,0
28,39.681867,44.11128858,12.10789362,32.82581669,34.99121852,150.059412,87.43306082,18.3558625,16.14569904,68.77231476,0
29,38.94898966,56.49193451,16.25037381,38.30059767,30.34226754,133.2334939,132.9167396,16.52559143,15.88325838,67.32395377,0
30,27.04661236,35.5225686,12.23568529,38.38990274,23.93498505,138.4327038,157.4890813,15.54395797,17.55330759,65.46981513,0
31,41.67418268,52.53092196,17.51622522,28.57591918,38.95066353,119.58950700000001,194.5277278,17.20584689,24.816143,75.51173706,0
32,61.01191041,46.55873643,15.25089495,16.26462889,42.47541094,119.62490759999999,282.75172200000003,20.90749047,21.82858942,81.59240723,0
33,42.819469,38.4463571,14.783787300000002,35.52805981,37.87920114,154.6249159,86.68226823,21.41553776,20.14170629,76.38126985,0
34,27.18762078,54.69499816,17.09686617,21.40385863,40.57659779,132.6746562,74.93454226,21.95899313,22.07321698,82.67825302,0
35,28.67620091,44.40237683,14.69896837,28.78301867,29.66769629,138.19589960000002,112.15646709999999,14.59567473,19.87241084,58.71755539,0
36,40.12590428,42.8127618,14.91720147,32.93370689,37.31280722,164.3634833,85.92130497,20.30815118,19.15591455,74.33599206,0
37,39.25011566,48.16766221,16.42674808,26.74675565,38.293802,158.0174418,148.8851444,19.62150775,15.49144698,59.41399938,0
38,48.97246806,52.86580699,16.26253211,13.16139038,46.23963165,137.0267738,149.7746861,22.45442696,19.97943665,87.19406295,0
39,30.17772197,50.8598041,17.49306277,18.23471821,33.00370304,86.48709651,177.3535011,21.67574988,20.70348886,66.89363322,0
40,45.30523947,37.42470398,16.4072438,39.02062552,37.11269851,113.6214965,132.40391770000002,20.80192304,17.82434306,73.87436913,0
41,38.80998579999999,48.21726784,18.52786832,19.98028144,38.379526299999995,130.8597854,47.95026888,20.40189138,17.44816001,63.37087365,0
42,43.77374767,57.87919695,13.41227441,11.32991396,44.99088996,143.6960904,297.98626,18.74111651,23.28972985,89.64330907,0
43,38.09220772,51.55223248,16.86345217,13.41164225,31.87976302,177.6785852,77.32955469,18.11938395,20.33420948,78.24615744,0
44,41.29181703,37.0653698,12.9672801,34.85969399,26.64577704,169.02548769999999,239.2673944,19.02854043,15.07014089,70.84263651,0
45,42.0200799,37.88765647,15.85006663,28.60384132,40.90153267,120.9604834,58.634830099999995,21.0229322,21.05653288,78.23287073,0
46,45.52714229,41.73682642,13.91662044,32.53381271,32.16854994,137.8954458,78.78608817,22.09711319,20.15025233,69.96235755,0
47,36.44335814,36.44323184,15.009864000000002,23.65607799,43.70126087,156.3239482,46.85480175,19.35027279,14.0465702,74.20574606,0
48,36.60576577,41.14037388,15.62474782,32.40741404,30.75399657,153.8082416,340.01203439999995,18.14043316,15.85549486,64.62430702,0
49,29.302076500000002,39.13655872,15.03386449,27.93054849,39.36735829,159.1908936,60.65186068,20.0055169,19.71183254,79.59925373,0
50,46.36952362,37.31580748,15.89004164,22.96476316,32.93569298,140.4284075,116.814617,15.89683881,16.25990587,69.52909952,0
51,47.91840558,40.57918542,15.01091484,28.50246916,38.29932339,133.6267471,115.91881969999999,18.28651182,17.65638392,75.77389482,0
52,40.65759575,44.77138365,9.330820829,33.5825296,31.69053257,92.28818138,103.0345229,14.30199005,16.41489936,71.35032025,0
53,26.04439465,42.80344469,13.03836443,28.96171238,39.593919899999996,132.8805371,40.65765211,18.52449104,20.33702859,66.52602829,0
54,43.84298133,39.07445917,13.91186565,13.25282486,36.84727436,149.9990964,138.7406751,19.07252568,18.84423077,81.10882559,0
55,28.42946412,46.25873791,10.34942708,41.63462717,34.91896759,101.49367409999999,294.3996202,16.51914371,15.47594927,67.35349946,0
56,35.25026016,51.21189361,13.87040492,38.00304199,29.2945016,112.8806977,124.3284797,25.36144426,16.09334147,75.79863694,0
57,43.68699595,40.66421898,16.00259535,44.35927865,30.22356631,126.01494209999998,144.3656799,16.59345037,19.90392432,60.32942805,0
58,32.56278073,40.34413352,19.00630262,32.47010174,32.13870738,122.3851751,104.6959627,15.53450106,22.17621124,58.32307983,0
59,42.52779057,38.1440202,16.49632779,24.94439891,36.16544504,164.92256569999998,151.00808669999998,16.51708281,21.16258562,55.83667003,0
60,44.18687504,67.55988653,13.81607582,23.62518956,36.72951651,130.38038229999998,349.439043,15.85760511,21.48451047,67.02748978,0
61,34.02798929,59.06669561,13.06134897,35.04078038,32.70667056,136.9465394,348.31456710000003,21.38932426,22.51416395,70.95114198,0
62,30.79330899,67.36405129,10.667727699999999,17.17504531,27.3615869,144.9988854,166.5417409,20.06211776,20.8931773,65.00600096,0
63,47.05170183,42.96648938,15.6874831,33.07474205,34.76199558,143.4361639,159.0121285,18.48006595,17.03362985,82.02904913,0
64,50.5741408,45.22125106,16.62167653,29.48842778,33.28074906,123.82570290000001,63.41380324,16.10050461,18.7484575,82.35635076,0
65,33.86509177,68.58760623,23.35576832,31.16029529,28.85797175,145.8548955,131.7645072,18.74315611,24.95911716,48.45222457,1
66,39.25294519,46.17093361,13.01072093,42.83870609,34.74118357,123.3895153,60.19617864,20.70565591,19.99125308,67.17674559,1
67,48.88788204,39.06408724,23.37001897,27.92087018,41.99565020000001,138.6104291,94.89077931,18.72713113,19.57739629,83.62659980000001,1
68,42.62774991,58.97325827,15.78691096,22.44885566,29.25448671,139.8814649,102.9459312,14.81972735,24.99919961,53.76233897,1
69,43.99482719,64.76448536,16.23915884,20.43287065,34.05550215,170.1338029,74.47689387,18.4449887,24.1599908,73.46499065,1
70,48.069503600000004,55.43118713,19.16093424,29.78027147,53.35656921,146.9931382,182.50738090000002,16.82943689,18.83647365,91.75920584,1
71,32.98762483,38.64540552,12.81552788,24.09592033,33.81304412,122.71824960000001,158.4079575,17.65867266,21.98849565,59.86247405,1
72,39.30325792,49.80007466,9.109898626,29.75280949,30.35255376,146.0075336,259.1419916,17.27655903,21.66885474,64.39800097,1
73,39.22569217,40.84645587,15.33068229,36.87655549,35.95426469,133.4443118,262.5017081,17.74962943,20.33117937,70.30293427,1
74,42.65982079,44.32405599,18.51535107,18.14421833,52.91379548,98.57548511,176.9186097,21.97342721,21.13313654,80.12641365,1
75,46.78126602,41.66219657,15.58506212,15.48146399,33.13325419,114.00086809999999,52.76363305,16.27137201,14.81052627,74.69102543,1
76,42.59171743,61.38405298,16.25944378,14.36145485,38.48371046,177.2571485,474.9428125,24.32913294,23.308059600000004,91.86440125,1
77,42.7470809,51.42917123,14.80502478,11.48472176,49.91858034,134.88564409999998,136.0615859,22.77684474,26.05374758,97.56690777,1
78,63.25589369,48.8213404,14.93598004,27.34721474,44.46619338,161.69295369999998,224.48729709999998,20.24969116,17.21444782,79.89116156,1
79,38.4662957,48.13515397,16.6556644,27.73275429,35.20230518,183.3208411,357.9370316,23.940261399999997,19.26889586,63.59608278,1
80,39.7531148,57.2314796,10.82419628,30.54886765,36.67911692,155.2649093,298.4395649,23.93443757,19.20895326,68.4281956,1
81,43.88235358,45.29258575,17.44687807,25.44778177,37.64908767,157.39893840000002,241.6337222,21.26936416,20.18538222,74.71903927,1
82,61.05027971,52.0763345,15.25089495,25.81135546,41.47709649,161.88124059999998,212.8436147,20.30482939,19.51112419,94.05684273,1
83,42.86398273,47.13850176,15.64464482,19.83713812,40.90595563,155.57570780000003,282.412865,21.22791836,19.80007514,67.93240379999999,1
84,45.87852169,75.73808297,15.54909814,25.25587289,34.2703495,140.9846222,285.4772559,18.28924988,20.51229485,76.33527583,1
85,36.18996983,70.8840436,22.45651267,10.09298493,26.10314983,152.5289202,624.9907381,21.60301845,28.58421965,68.95168965,1
86,48.28265148,50.41663761,22.35037295,21.38462495,55.10414733,114.6776949,108.817743,18.86810985,21.98261331,97.19390899999999,1
87,38.48968609,50.2586495,14.20600507,14.59433935,33.37315093,191.5252773,52.7022993,20.78974273,19.49186189,64.80184571,1
88,40.54168088,47.62413553,15.50466017,16.80953604,38.05380999,160.72204330000002,379.4397466,18.10258726,23.71542799,80.91582622,1
89,42.66718424,66.78313897,13.27988732,19.6487278,38.20824268,150.8013987,283.9836381,16.84640675,21.025016100000002,64.10726698,1
90,48.64551861,38.39809945,19.95593541,30.50923287,44.47880121,126.55099150000001,270.5322918,18.54792637,22.09127835,89.35577082,1
91,36.32968622,65.69824832,15.02285386,23.59308221,34.78549632,201.8969071,315.17886830000003,22.08565937,16.30500524,65.73509934,1
92,51.62918789,54.47222907,20.177087,15.42124139,45.61482888,150.9900844,266.1255101,19.81891393,23.48783771,84.49944731,1
93,49.94315304,50.06432416,13.90196584,12.12382477,46.57371307,153.2100367,221.077593,22.54475614,28.92309429,95.28809008,1
94,39.82084692,48.30970038,17.73793303,20.63499237,45.12365421,154.32200690000002,528.2525441,19.74066931,20.29700562,82.90441339,1
95,48.42996315,41.52654674,16.04609123,29.21525548,36.28667597,127.90386059999999,193.705217,18.07630626,19.71013838,66.88862576,1
96,42.19838849,59.58523602,17.05807567,30.85257503,34.72074503,128.98093300000002,79.09398069,24.12322689,15.90190829,87.13545748,1
97,55.80869475,57.39177145,17.54554675,18.84814973,36.46417883,190.32562430000002,519.2030327,16.15885423,22.58114913,73.34928512,1
98,30.44904341,49.88312699,16.25142139,26.68999259,36.77154782,179.2997915,236.42700150000002,18.98410395,20.81745788,73.03924767,1
99,71.77149165,51.82495308,17.07985711,20.57275357,48.3160296,109.09045,152.3799208,27.89645703,26.35520484,95.95040561,1
100,37.39778709,41.15263773,12.75551285,29.1893059,41.99777523,132.72386559999998,282.3768486,20.75508593,20.62138033,81.22275174,1
101,41.65607488,35.56970243,13.41179099,26.83513052,35.55624333,155.57376680000002,370.36449730000004,14.24143877,16.44900029,72.67010068,1
102,53.10522835,42.83472734,16.4668192,18.20714739,44.85677513,146.1902211,148.6209823,23.87132927,21.19160569,100.92725420000001,1
103,56.06599067,58.48399666,16.65724612,20.31973948,43.42340642,144.55222450000002,74.10536049,21.83698842,25.11107698,91.82289417,1
104,47.37706758,67.03483085,13.65016041,25.1965971,39.86572497,156.7299408,588.8935247000001,21.51847599,24.64171906,82.2360463,1
105,42.24389629,50.67179392,14.84118105,23.20691747,31.85191042,153.9540489,311.6670871,19.8908221,20.77651823,69.98971363,1
106,50.48129447,47.63991718,17.17303351,22.09910443,45.41824327,180.5893495,195.06079069999998,22.03668028,19.36488461,85.35945146,1
107,40.38747367,49.82576325,14.36575588,32.63189805,36.681557700000006,134.2143388,292.0375355,19.74927791,21.73141182,66.93950604,1
108,40.04269027,57.05035663,13.5970427,15.20826847,32.95418989,158.72537759999997,320.8693106,23.0262728,19.13436342,81.13665944,1
109,45.96761788,51.31988385,15.09254293,14.39753576,45.04484168,153.6528802,74.80485489,22.946751100000004,17.44816001,95.13537596,1
110,46.11643226,53.84666168,17.34373844,17.93351026,41.38580171,178.20981669999998,97.52113421,23.31374718,20.69960023,82.53476333,1
111,39.88515557,58.2620274,16.4184269,27.43863865,39.72496381,184.9451939,207.2243892,21.41565652,17.54838064,81.07133528,1
112,52.3783969,42.72898079,17.6435382,36.7423246,42.89257429,109.6642895,114.4543908,19.0864118,19.06167509,86.69458623,1
113,37.82940028,38.72716531,15.24311659,25.81434344,40.18571929,125.5652112,122.7171438,19.60596843,18.51645482,72.78513843,1
114,37.601648299999994,78.26899418,14.59563426,21.52542772,40.47420954,196.558644,683.6110941000001,19.50952841,20.28053773,64.48309118,1
115,41.29840045,52.01021152,25.14573817,17.27483469,46.18597759,159.9820241,157.5266379,23.125201,20.19170734,69.32222233,1
116,57.10222276,39.15951522,17.19394868,24.95935937,42.82436651,137.9111221,142.86453369999998,21.393817000000002,19.71664258,92.72869844,1
117,51.43366307,44.3925907,16.48191533,32.55251263,44.99088996,160.57027130000003,105.77735530000001,21.99755082,17.26132133,85.27878627,1
118,36.34411827,62.71310301,16.46168373,22.50282152,33.36709076,112.4326314,165.4812557,21.45278432,21.77470095,76.7983814,1
119,47.7544079,56.13583026,20.93578342,17.57159198,44.45106254,112.99326709999998,52.50569474,19.59552064,23.96310581,106.2416759,1
120,47.54955716,36.74471865,17.74635711,23.88816284,43.91822979999999,132.4259456,114.5981544,22.38828324,18.63634451,95.48836167,1
121,42.61504646,52.95074216,12.72485225,23.62677806,38.88721469,112.35823059999998,312.97595210000003,16.70154891,25.14579046,75.58484011,1
122,46.48640645,55.36249282,13.74238975,23.67738748,32.56379643,91.29323167,182.57494680000002,23.6447175,26.43519383,78.80995651,1
123,44.72647018,40.85495053,19.85346616,17.70166304,47.21070101,129.9987553,170.5805091,20.79199087,20.96155733,102.1116738,1
124,45.37286958,38.68364942,16.149415,42.81899412,41.17617745,159.9874579,182.492707,22.1139065,15.09561888,86.50790107,1
125,49.25055237,54.89820221,16.31034055,24.71947161,39.580145200000004,123.43374070000002,298.75581830000004,19.33691847,19.53727021,69.01600211,1
126,57.56160841,56.53506307,15.67674353,18.13022595,38.77465393,156.45272749999998,295.7739123,22.60913669,24.10275243,86.00573744,1
127,51.76026147,55.35619979,19.21071087,22.38595561,38.20201946,187.5573513,225.96711150000002,20.01005184,25.01908287,83.97308004,1
128,47.50719098,91.3343094,15.56585588,31.79266391,42.47541094,141.2479384,168.6149914,18.58654872,20.23149463,76.76777877,1
129,54.85145556,65.09166894,16.55782189,18.44125583,49.79434487,159.21837130000003,106.38795420000001,29.23071067,26.59901654,92.26886468,1
130,46.46137676,38.30232332,15.19855225,27.310333,37.35951963,114.26462340000002,294.0698364,18.15482351,20.14011478,66.83796947,1
131,49.12351873,55.58258396,17.27627163,22.78094991,39.42057732,187.3834854,615.6983961,18.55404705,20.25213358,84.48416178,1
132,37.7910841,51.08004886,15.19403348,29.02769276,35.74193906,208.72491330000003,393.0993042,20.54463793,18.65765802,60.40453659,1
133,48.55887187,62.45451644,21.57584265,26.4336547,46.65979294,166.3044543,212.3518695,23.16312501,27.7855328,91.32272475,1
134,74.0790658,60.49567086,15.49183354,21.4159534,42.40445686,140.9264889,302.2255877,24.59262789,20.49041075,85.57597978,1
135,41.33838151,53.43977395,17.195069,36.82051754,39.12671271,140.7108728,150.9528306,19.74272189,21.76351985,88.4364985,1
136,29.50451831,56.70963635,13.14026987,27.19729,31.31065969,183.4930996,233.8769707,18.83824941,17.97206152,67.13917945,1
137,57.79376689,60.2309872,17.84033746,12.89782594,43.10056869,146.3241411,198.78195669999997,21.87420986,21.6277398,89.41128334,1
138,47.61581760000001,55.13222802,19.4639552,17.1387858,48.93429467,171.5623295,164.0178476,19.9289252,16.0810533,82.05418431,1
139,44.453773999999996,48.90208254,21.81266289,23.44613151,39.03493602,170.66932849999998,248.8448984,19.51146229,19.49536148,82.13179935,1
140,52.16784741,51.52508233,16.83894678,20.18017807,45.30414037,154.1029853,38.80998579999999,26.2495539,20.65277877,113.4474994,1
141,54.22228476,54.95912004,16.41793756,22.27774033,46.45293992,142.7690054,124.66865770000001,22.03668028,26.22349369,90.61129543,1
142,50.59609019,62.25574193,18.60856628,15.85006663,46.54695862,182.9257039,153.86987549999998,25.12162703,20.25888684,100.5478205,1
143,43.56030046,51.62142277,17.93285145,30.5798198,32.30465136,142.3411513,185.22011830000002,16.35769994,22.29650996,71.95883876,1
144,47.23449733,53.41936791,16.91019041,24.05406806,29.70632019,181.1282794,335.104442,16.86313657,21.39166689,62.45906208,1
145,46.92702186,47.33331303,20.16851559,23.80899798,36.62832948,166.96038240000001,97.75455343,18.53457334,21.42269383,76.08082577,1
146,44.67423129,54.63600151,23.21949998,24.34153089,36.60033631,147.07344780000003,438.4522734,19.43154892,21.29754156,75.76050278,1
